500000 iterations,cards
3,4,5,6,7,
0.07362,0.202898,0.354324,0.500618,0.630648,
0.007712,0.026208,0.056282,0.09824,0.148706,
0.03219,0.092582,0.167642,0.246438,0.322448,
0.00998,0.037302,0.080714,0.135864,0.200198,
0.010016,0.030562,0.060786,0.095522,0.134778,
0.01579,0.04541,0.084644,0.12898,0.176756,
p of good hand by 5
0.880816
p of good hand by 3
0.91181
